"","SPM.Control.1","SPM.LPS.1","LPM.Control.1","LPM.LPS.1","SPM.Control.2","SPM.LPS.2","LPM.Control.2","LPM.LPS.2","SPM.Control.3","SPM.LPS.3","LPM.Control.3","LPM.LPS.3","SPM.Control.4","SPM.LPS.4","LPM.Control.4","LPM.LPS.4"
"NCAPH",4.24638131848847,4.59545080608043,6.52035158013828,5.22999036013853,4.66302573693475,4.93067345314472,6.85093247665089,6.07837181372998,3.93468524022505,4.24694035358671,5.98003787160532,5.92064289701043,4.45175247735973,4.53927066823368,5.58571625056282,5.17212846373838
"FNTB",4.80832365735027,4.71586177616612,6.26647262535249,5.66974988444616,5.68876808823666,5.74783095716056,6.65022046306196,6.28060049322398,5.79550076824876,5.02746841199762,6.92830168099884,6.20744560805309,5.24851591977259,5.3252013058807,6.40522340306138,5.95333074677685
"TDRD7",7.85899890488971,8.89137745533494,8.05683312478205,9.8273488290226,7.70396011651568,9.50449396613913,7.45757645453292,8.90283361180804,7.89910502323821,9.1567380259613,7.55002443513113,8.42837802383518,8.09725314033121,9.58598321307058,7.69587291537747,9.25973442861763
"SLC7A8",7.70954173230617,7.48522028148268,9.90180139615178,9.30726953671595,9.54461400040171,8.89770031072283,10.806070228213,10.5050437447103,9.1110908000666,8.72709134580794,10.6332936413241,10.4630577734053,8.26835804044313,7.93104807766433,10.284181958886,9.91599596216313
"ABCA6",4.49580861343148,6.22412052758709,4.13219109023647,5.5415548796247,3.93867609916089,6.22375394926686,4.21038951156789,5.07223109093902,4.74560863353122,5.60186709451472,3.23847223950184,4.63657431068421,4.13252423240817,5.85796987539128,4.95887849166877,5.13282764868116
"FOLR2",7.042016023758,7.90450063903014,9.62733377423628,9.86511497680582,9.81333075461916,9.78477105351624,10.6601952037487,10.5652283049252,9.12209148165712,9.32350133972948,10.7442884231516,10.7044659967932,9.65158932559542,9.58795820903145,10.6395585740327,10.5898332474658
"CLCF1",6.96026429129975,9.65157490139531,7.21553227214551,9.48886242579205,7.26987896491955,9.60904328703056,7.30334672863683,9.86561786251213,6.80978544757417,8.59550588164718,6.77047947859699,8.95489058726133,7.61316384819214,9.19785851857448,7.71398006562062,9.38633538900393
"MMD",7.32324870489846,7.43109593634929,8.34789431368272,8.67628465022543,7.57883878725207,7.74821387345145,8.80575095927274,8.87073445920875,7.36449519618562,7.70429859085386,8.79403859782252,8.8528222423279,7.60773818920157,8.05058022818626,8.66383332052217,8.9869537549004
"TSPAN15",4.06994290008523,2.96574130636542,6.20085258206562,5.25144695430796,4.2940553055893,3.78598763700818,5.8164270286711,5.2214481821651,4.4968967445783,3.65440501799224,5.23957917853581,5.4027622246932,3.32934775646299,3.89793560577173,5.10535264045661,4.30289639189108
"DDX58",7.56994563603429,9.73936901526589,7.57827252174218,10.991618623189,7.94955618279879,10.8895585850563,7.87412477294518,10.6608701209331,7.59098355426228,10.2282735650266,7.58633427785145,9.7271983796551,8.36664579973552,10.8730506342011,7.96506173103489,10.6080360501925
"FPR3",10.9907798734342,9.56857670443824,11.2757636239356,10.2878789671502,11.3301539033005,10.1187814617866,11.2825655233283,10.7785212075675,10.6056414152858,9.63325138398392,11.1543679425921,10.9196977641417,10.6492582072184,9.79517136620245,10.9902559442689,10.4335195958146
"AMACR",4.50726320997834,4.3028775303262,5.51967369261867,4.76491695022243,4.9395494195002,3.92766072090336,6.14748789347856,5.8186311624059,4.82483919090519,3.98942722936734,6.11853016367007,5.42316471586708,4.71382499734701,4.16940622221778,5.79637804595224,5.27779407751191
"CLEC5A",9.37005218626602,9.32520841784731,7.3898042381259,8.12042068054574,8.43771799714039,9.13129888793,6.23426590394157,7.70783610312577,8.94957775191244,9.34691880293657,7.22310075195185,8.02573935475291,9.09791367643465,9.06923948014816,6.62788336719252,7.92834895172309
"PLD3",8.45208843939147,8.81679666667245,10.3558780213854,10.2121264752424,9.76724554060216,9.5256278910047,10.7628394580441,10.7234267607002,9.80488899929416,9.7783067388777,10.9340442739055,10.9008486925188,9.72545247708051,9.74354460167438,10.7349626541885,10.6299873533936
"SLC7A11",11.6698184412308,11.4862949982488,10.568318804719,10.5310432388474,11.4202616949547,11.170446840183,8.66867536188682,8.38763161780113,11.8983757613101,11.7294611232112,9.36764856882681,9.1573928300816,11.8964892699428,11.8749510679039,10.2317734110518,10.2749316891595
"PLA2G15",7.11825335525583,6.58045988716231,9.09030795972118,8.08169419526078,8.39003389776602,7.05342895249444,9.53915731767012,9.18768176597208,8.14011860570902,7.02148716764903,9.90288004834551,9.51822893238529,7.84658079100475,7.05345048233715,9.5310784209609,8.78448934836907
"MAFF",8.18177413188206,8.86235354681285,7.74663053091563,8.40129238820615,7.71987564269099,8.76211605518033,7.24369322273057,8.84165112129245,7.82634277505543,8.42226322292275,7.2190289624627,8.18914449592683,7.88225498187457,8.46721258132918,7.29298445444932,8.21542426093296
"APOL2",6.13801854218913,7.11102028962383,7.65022202250843,9.33885992218044,6.88254635779152,8.63636048115835,7.35385324891005,8.60968665390277,6.46379245609543,7.33410610803503,7.066170038404,7.51445353836346,6.79569998180236,7.99772593250417,7.53280385981458,8.82592762802564
"KIF4A",3.92175830275275,4.05753450320779,5.65941128241562,4.78409280314407,4.09910684050922,3.75173672828017,5.8566111448875,5.41688677899407,4.32477203898995,4.34758886875938,5.76523946346109,4.67626293112503,3.72677697831372,4.36981171878846,5.3505704191723,5.17301658636588
"IFIT5",5.88745450260729,7.69419698673003,6.15545953646042,8.41201524425655,6.28206778263645,8.72360933664839,6.27907242740432,8.39938439841449,5.56020760733201,8.20970895187849,5.7670277790587,7.90500281473146,6.79156598749251,8.70957942150047,6.45949211206708,8.59480585394717
"FJX1",5.40214725746505,7.20563722141606,5.46904025162785,6.63893155393669,5.70568047721737,6.62845817175162,5.96520083470886,6.99507957227001,5.49332449465546,6.42840669810869,5.2556780410925,5.9676758718875,6.09384963410263,7.10048831265883,5.87589986160368,6.61526320445927
"AFG1L",3.57430727986104,2.99831562148253,4.54293597221693,3.5609047171567,3.51673353875454,3.85987512706737,4.72367405014374,4.73037617536558,4.0870745257199,4.11528048824098,4.85485629244545,4.64757789061447,3.56043063827006,2.96459671083275,4.69252938741092,4.13298333738624
"IL27",4.28477122330102,4.8032047681404,4.18842308462911,6.1468421080199,3.5444318633143,4.93663149385202,3.59856691234837,4.81293069098575,4.09074892466779,4.90728673327386,4.49555748562364,4.57012260854504,4.4638966214784,4.87633253618317,3.81491882567272,4.77103042187213
"FUCA1",8.01611142179678,7.21710424771309,9.15857133427213,8.81544962865849,8.28388334198164,8.22297062390163,9.75185253062305,9.54442206044111,8.95114031080556,8.63919978601728,10.9092491657292,10.8254823441515,8.17399096191041,7.64631839717608,9.82213252766547,9.57517597682057
"FYN",8.4338917091872,8.49107619934808,7.43250804148103,7.21937678434563,8.47002052467517,8.08487850761588,6.19694829474163,6.24012034825524,8.38020772327756,7.90994429718393,6.44030040910484,6.28641061917442,8.53443210827815,8.18857131028387,6.77393309160239,6.92777010070935
"SLC37A4",5.36977108281045,5.93906700522993,6.31082799045177,6.25037606410852,5.76335982457031,6.44492775034743,7.07032553160854,6.50102769780996,5.74484545929765,6.03123449170645,6.86074750598639,6.63357911107312,5.67299748819211,5.01068847181856,6.88179966354491,6.27228147310564
"TMCO4",4.66453628413589,5.11495396870774,5.95205708789485,5.39644279660415,5.66986543359832,5.37045607320702,6.60373860012696,6.39526721480256,5.53225179734454,5.72506820999932,6.67773062929764,6.11761689068679,5.12404533338066,5.24404776884195,6.32095910675511,6.08179672196888
"MCOLN2",4.37461166120099,4.61495759208343,5.23115321171522,6.78547306413047,3.48801124501326,5.51280479134494,3.16975631762577,4.74111819047579,3.48555741761714,4.84346234729184,2.88724748869881,4.63689130131029,4.88534540091641,6.25423482432481,4.49680038709234,6.06173965080009
"TCTEX1D2",6.49993042253091,6.46534277514041,5.04882545308663,4.55478297876578,6.05659331246752,5.95199195327578,5.031878070508,4.91577926546086,5.13908761707494,5.27489232723043,4.43764517972048,5.16215526436345,6.30951464742499,5.8724646039268,5.32168334066112,4.91018914563383
"SNX33",4.62820506656458,5.33404691086626,6.50143444999828,4.474514258555,5.46138149098547,5.30331637568915,5.76758519525267,5.5113817181796,5.32321978348856,5.32188971030229,5.58150188503671,4.81066519457739,4.88924538847893,5.20784213523807,5.76467961486362,4.77857930240009
"RASGRP3",7.57148055250402,9.0838536645734,8.33624324879883,9.69613781007565,8.33116635379253,9.74226208555559,8.46623608037729,9.75027878088351,7.56747937143868,8.90089832976749,8.21027183631337,9.24251090032103,7.72503161089567,8.90495788353855,8.51742977173206,9.57800842735884
"CFAP45",4.94786248009202,4.26413663285907,3.62869708406693,4.66365021200931,3.78903444623506,4.13142729388863,3.5920955342403,4.49578771151261,3.54486247967856,3.80623441448117,3.290110048197,4.06943771850012,3.97425109072815,3.96260735719112,3.23412119245056,4.56079112153168
"QPCT",8.76548560355659,8.47164083220326,7.43411678977951,7.01561538655703,7.8709123924298,8.05316994435693,6.4795190778647,5.91822483266101,7.3947143710135,7.01618593790682,5.99826573862227,5.77120454212738,7.50566979704408,7.18762863144023,6.39426107659815,6.35372004554551
"TTLL1",3.51975748906597,3.84301016707769,4.7701012846106,4.18229925858873,3.95362980646905,3.57853381806009,4.38985229199039,4.23047026542913,3.44442230262767,3.56917157696469,5.12922008908608,4.16900025138248,3.17052300438902,4.01236765138618,4.36625421847836,4.11634854262494
"TNFAIP8",9.98724976392235,11.0979333438263,9.99862974708198,11.0849562426796,10.0398799911612,11.2647745049771,10.0066580378955,11.2871511015606,10.0909417566651,10.9141665607526,10.1332912678419,11.0795643186621,10.6323036517149,11.1674180925706,10.5926122295545,11.2808672355019
"NOCT",7.45841450294574,9.30289259912488,7.72824554761904,9.12076771705823,7.32522332745918,9.35759786393007,7.12464329719332,9.35715624297074,7.36836252921282,8.98488931101523,7.57123925734519,9.11177084679434,7.82067099855087,9.22515293257537,7.66012898600605,9.12099624713074
"ABTB2",6.75895569550574,7.80052819381563,7.19575943269672,8.70955838083903,7.39310774413736,8.63583190201553,7.0205434597653,8.16616637050479,6.08120188288317,7.42153553902783,6.46708003463319,7.29686672937815,7.57950727116378,8.31117667191103,7.47480659110775,8.10048328245134
"MPC2",6.7543870566882,6.90894360610301,7.85703204988973,7.53205016601782,7.71236459965885,7.57270043451527,9.19977082711381,8.77590448338127,6.95849057280399,7.33337315582796,8.05975415393526,7.90733853552619,7.22088381693261,7.10432309177459,8.1389034707618,8.18134243997362
"OLFML2B",7.8466853951668,7.05973278281487,9.24328880796473,8.92345048209961,9.13342860326759,8.8605836823808,10.5053339158924,10.3631517086396,9.01903765384642,8.84793241395193,10.6346397545063,10.5809038524384,7.837711587176,7.70892484210166,9.73580432494997,9.78148324472842
"ASPM",3.83692648504708,4.60135093767523,5.61080962125812,5.09710196658676,4.57268110100308,3.79504106650761,5.92134035513442,5.63120172882715,3.811579760765,4.10508158631108,5.33480339659169,4.63936129493672,3.57662286354107,3.24590899733531,5.96089482947515,4.97486170044928
"KRT23",5.92543038367043,7.21808506461013,4.21632507217162,6.0416880774788,5.04962572267783,5.23216694336784,2.85491379967869,4.06676601210137,6.72238127295046,7.65091312800498,5.03638567093692,6.01538795554378,6.69064102639603,7.27648258914352,5.35844981601904,6.16916485213861
"LRIG1",5.5823252259319,6.42035758269407,4.70642962323918,5.06112071054932,5.57595913784701,6.58907242993368,4.240441213598,4.89872418606719,5.82581216858495,6.07772723886635,4.42094995320766,5.05439637274876,6.44888154197279,6.76644019371117,5.07593282765382,5.20331175166144
"PHF19",6.28954093792025,7.72745420677376,6.67504142012751,7.17228842170715,6.1802434164656,8.29021226425957,6.81832741835378,7.46113128193747,6.55321145277145,7.01332169156785,6.52484626506909,6.50373262768386,6.24098026845768,7.28585333013212,7.07133898188275,7.39632432977593
"PHGDH",6.61348109991118,6.1200510988342,5.85390322870466,4.92658602076293,6.19046907544159,6.08204733147691,5.04096708553593,4.55721932826594,7.43663575938715,6.5145250942619,5.88068873121303,5.37682195629862,6.60128420004287,6.10863525366477,4.58610548523825,4.76146326652698
"CLEC4E",9.9590189491687,10.1237765082801,9.15756357633551,8.82244561097673,9.09193463485999,9.61583263515667,7.54161459484807,7.74401873847795,9.80027251903166,9.90325668122649,7.13340130271377,7.22605119955967,9.3804928555102,9.55561418689143,7.92582253233919,7.97111779542079
"HIBCH",4.88953973747688,4.71762723007487,4.99259548605266,5.00344327848497,4.84633917436292,4.97928055079478,6.37531867474416,5.56978324319267,4.87217561258756,4.60258875325237,6.07870783663137,5.97060728822767,4.7489277596376,4.77912564558616,6.32403128902751,5.45498982497699
"GATM",7.2908749356848,7.02201270826423,8.52672728621474,8.62288752249175,7.73254937520061,7.60781343260257,9.06893623326753,8.80424536111698,8.03969195119755,7.71962068647484,9.18269356867219,9.21451606774285,7.34717885395469,7.26930928093289,8.5645438340731,8.55901557735574
"EHF",3.58705512838038,4.98980985496864,2.93707048550187,4.48578837101424,4.69725138747979,6.99640322602504,3.81128907582563,5.48435947605622,3.75634623642227,4.49728122133556,3.10107817125774,3.74060111658475,4.45363739828026,6.10929403427518,3.7181208937002,5.27474956251103
"GBP1",9.46624645614413,10.420721199739,9.73535135666435,11.3836904544568,8.51074422822242,10.871898987632,8.95968999049981,10.5181110215458,8.66051601002135,10.2003429004913,8.90863864194465,9.95508083445197,9.28271793923367,10.6359215435604,9.30046684699733,10.720137674777
"GBP3",7.78083146877413,8.7581627145667,8.00908603168682,9.22083868023066,7.76676078941004,9.14396117556688,8.40191308504712,9.33963292777936,8.04883730781058,8.94511023656732,8.74228946155417,9.24181014045263,7.36474761891943,8.33705604435247,8.00498362642987,8.82402026679862
"GCKR",6.27381085640428,8.29727330781112,7.00810059714126,7.61560267845578,6.28022795467335,8.32211815250769,5.64637668568209,6.31315106388137,7.70416208803085,8.12325134004374,6.48228036558789,6.71050888333135,7.61543704439748,8.62546399460238,7.3327584383579,7.56057126993281
"NUPR1",6.10118387954934,6.07975103421974,8.66643599952927,8.70127041742719,7.7598381537298,7.56989643771454,10.1023604326492,9.85564267692813,7.48165867504574,7.42877991746433,10.319262459149,10.2789432759845,6.42139355595255,6.73699654982338,9.06678625987811,9.0542747531523
"IL36RN",6.54227104951828,7.01393389011987,5.60456610065822,6.78602814401614,6.64596388311756,7.33115102161973,5.22456921220852,5.89771712836218,6.82108703162818,7.02397887725601,5.19183946017427,5.37036027193749,7.15565830362836,6.99021692103169,5.68631909672504,6.11343556628413
"GREM1",5.49770086733086,6.16312597578879,5.0306912927175,5.79656044092062,5.01598193713642,5.87394474789593,4.56899848772824,5.04731011137989,5.87733104353898,7.94020564273953,4.55157384566791,6.60368189251772,5.70908742416771,6.29917799218616,5.1982802800499,4.97278602160381
"CKAP2",5.43256876926491,4.52357064658171,6.76388278172636,5.85777179671686,6.23387527976568,5.33085747046081,7.24450097037273,6.66562845514426,5.93662569539676,5.22697576673205,6.54610521653495,6.1855432628127,5.21353172335956,4.68296466670629,6.67023723989779,6.09324848263247
"GEM",8.66157016106082,10.153854145038,8.22101885083085,9.65482799230199,8.44401442014471,9.63789532651252,9.33353965578505,10.7122173628259,8.43027001986677,9.32117210249209,9.13043198434624,10.2848760967019,7.62601056039638,8.51498438882137,8.27596668329035,9.24336514317867
"PGBD2",3.96646396118778,2.59595420520688,4.11365038439096,2.43345888477258,4.26456850870398,2.91349085564135,4.32608199372924,3.20115994712194,3.8660808329598,2.89823362120597,3.3234315540788,3.13530727286788,3.8672957810925,2.3530313129503,4.61023491329786,4.21970138416656
"GJB2",7.32534156577322,8.41389564146642,7.24994128057412,7.8271967543099,7.94904220970656,8.95441528183197,6.29217656456667,6.416800633481,8.67260533063568,9.41080792221299,6.57302196620357,6.87115255091602,8.74911499963522,9.1965825533148,7.22250126609341,7.25884796362389
"LAMP3",7.1530608484604,8.97065207333478,6.78015292460765,9.36299358149034,7.20336428451062,9.40854763958903,5.63674820073474,8.45220789708084,8.54930732650196,9.88615416810704,5.92075375521628,7.77570741805213,8.6881193800955,9.73712799207557,7.60628194092797,8.70926151192033
"TSPAN13",7.618906605639,7.76444666461458,10.2987973668402,10.0571499813322,9.23243594436408,9.10320956378658,10.7451820190129,10.5787963850006,8.27997429861741,8.65225337902677,9.30304007365203,9.06484572569854,7.62175494542391,7.52492562323469,9.79764554787928,9.57547616222789
"GK",8.50770764592452,8.95195301036557,7.69109939118616,8.083778390812,9.10947902026898,9.52243242973842,8.16361698934026,8.30812619099061,8.99934212579039,8.84946639059998,7.32389097942464,7.58728494485381,8.90045994938704,9.13592823394219,7.9330470838676,8.04534426030997
"ARRDC2",7.89796980436195,7.22098576445223,7.56793371741851,5.38722305931424,7.53582419490415,6.44292277684772,7.42515199624455,6.47147075594088,8.14688749366854,6.53322953594712,6.8819920184428,6.40817960658226,7.66446278763779,6.81515394784333,7.02587069569578,6.48016198363894
"IL36A",2.84249458173014,4.38586115894674,3.24712771828267,4.15280096182954,2.80920984726629,4.2359589272295,3.42246562274644,3.16110302382246,2.82914261534997,3.81997417297264,3.42431373822658,3.50375390958961,3.33191886618859,4.01917268877544,3.12966748572979,3.5891644602276
"GCLC",10.0661354827003,9.02850367373543,9.09222551964172,8.08649210901144,9.87449730673757,8.95058427042218,8.68451398165944,7.89006316347329,10.835151120103,10.1741493445055,9.3252453518556,8.30636684268961,10.3382386490804,9.60584381392587,9.17957976991718,8.05138712715934
"ADAMDEC1",8.70185090963451,9.24507125103324,7.77297233850831,8.5044141909746,7.03296404726201,8.65168725475254,6.19469819705091,6.97600406280973,7.95303954132642,9.0727023196026,6.1430928269543,6.83280798051315,8.12343722670257,8.91277430416394,6.27298831004031,6.82284308582091
"HPGDS",3.76987325654543,3.56360276226934,3.96947735543792,4.53192381579685,5.48932086265614,5.22549935449136,7.2626771193619,7.17234455939884,4.2973079641656,4.18557080965927,6.17470446514036,6.29242375462301,4.86727333047587,4.94546170262624,7.16462465821934,7.19336823082504
"GNG4",4.85317007082189,5.80859547926881,4.60147787475759,5.84629734663346,5.03429220771368,6.35953748485357,4.80221260378455,4.97273855598911,4.85191769269208,5.54003345778618,4.23653817277119,4.86789942502635,4.91797177495192,5.98592218500099,4.86727438632525,5.53184636479063
"SLCO4A1",7.52691318948435,7.778451750025,7.07521476151757,7.06268503294236,7.35617887323381,6.8146490419499,5.92481860676096,5.77000576084391,7.59407848564849,7.56544087316465,6.41230436861428,6.53237179225463,7.71849183901991,7.12900611732494,6.33825795689929,6.19606617024682
"LINC00346",7.05931003627809,8.2758557642235,6.38749431436002,7.78691618939174,6.30983810960477,7.91622664149392,6.72470563158031,8.1980339779001,7.2303533066874,8.00253949178474,7.48772091349333,8.51539819235707,6.38372079772302,7.4905954950774,7.15242216167633,8.01113775507335
"LINC01588",6.65793482536808,7.35963919720531,4.97454671083564,6.16392914398113,5.04808433163967,7.40620324432436,4.35995531256983,6.78262000079699,4.77790806059626,6.95106453979279,4.07914818288674,5.85108225670006,5.89032699830191,6.88475173982016,4.4352220275471,6.29985215265117
"TMEM150B",5.93349069098531,6.61408890195953,8.49388741440569,8.23173033495292,7.21995156017048,7.63174116344047,7.93616744658383,8.12893253395141,7.39188618731121,7.58065077121027,8.43536979731437,8.45275555785571,7.1331243483627,7.91503502549637,8.45773738219036,8.14176814365529
"SIRPB2",6.72041053312008,6.60026651251166,7.67110444552319,7.24985441638191,7.22073064542201,6.9860007661514,8.29360371460692,7.90493977426248,7.41690675906204,6.97718804932131,8.63169724035719,8.51010640094243,6.63094777973458,6.60937658663218,7.71100260445131,7.84151053647974
"GPR34",7.47338859073361,7.67547165716749,9.09311033084133,8.8795637408731,9.07256010102095,8.88306963773246,10.6629829785372,10.4188709695823,8.92492838101158,8.57781196176229,10.6732723074206,10.6921355682021,8.10237468056775,7.64553010780758,9.8266831077995,9.81243102175987
"GPR35",6.91993743537412,5.71780676842892,6.22090200706686,5.2762059250048,6.68350051690815,5.14997462782652,5.4241158750628,5.02987996824485,6.72621899014209,5.70161962108997,5.00155562716535,4.91025304801023,6.6022366654804,5.84116141696467,5.62551990227941,5.36825440513567
"FAM78A",4.60312770660404,4.60913469466305,5.91777582504905,4.52160879889629,5.01354336433928,4.06227586207524,6.29109856883373,5.67184998204489,5.39725517832999,4.65405749145554,6.53104065708467,6.31513775339814,5.18478532772796,4.83182187948958,5.86048690758379,4.92311920676712
"GPX3",7.52938416386935,8.01092226113396,9.74401857019637,9.63033793303535,8.89839806279719,8.8122815802608,10.2663733245834,10.1337248929251,7.90773485265735,7.84739340489189,9.23322303411658,9.15508442230972,8.26297234981677,8.13917770682463,9.32092346108746,9.29254771803288
"GRB10",6.85446214811959,6.83326288502312,5.4731540409317,6.13381544874258,5.98452466834479,6.40648412651128,4.92853390389825,4.90304643053774,6.97214863668523,6.85882979467233,5.22921947458859,5.35976911312319,6.22814188700881,6.33208941898594,5.00603284014634,5.13129327175304
"SNX24",8.13158220987584,7.79938285819463,8.97776986663048,8.97552808974458,8.91793743060129,8.64307297228397,9.97079496972695,9.87235818139441,8.6666596631462,8.36136943635302,10.0103756178584,9.9197630893336,8.58803476331132,8.35559692619973,9.82958737072124,9.66967664878017
"ATAD2",4.95993440517203,5.3038508382714,6.03811528505853,5.86901049364596,5.67508621618239,5.28646831058125,6.61278256305651,6.74967081977519,4.90641542041598,4.98417807091544,6.12458685118699,5.56476574142975,5.01061522124784,4.28099099668,5.79406305604089,5.99081304723599
"UBE2T",2.56511486641449,2.73379909238326,4.65344770292762,4.07913400517555,3.65932847564556,2.99134518102342,5.6703364541621,5.0267810369554,3.50386658858484,2.71119887687582,4.77619535440872,4.55224983747655,3.47121177660947,3.4701397530605,3.93232220305267,4.24161217653102
"TIMM21",7.25419174763771,5.48093809022475,7.44909192728146,6.80404521943781,7.16173435223671,5.77382991315047,7.50596507265305,6.86069571811217,7.35567268327265,6.7283031956441,7.53669816386296,6.83192463714746,7.40478094281467,6.75262061461626,7.65572984354543,7.05736587607924
"LGALSL",4.30359184963578,7.25976244347946,5.0802469308188,7.86201240938989,4.99732105574825,7.79945843727505,5.69616122043326,8.50951713085698,5.21355239196677,7.15559523786847,5.52716923856364,7.90825965155091,4.65658740186625,5.76476857321074,5.26911570374606,7.07440760156081
"CLEC2D",7.34846293888271,9.4330695900042,6.43650951277962,9.38716668516551,7.16515860181256,9.83383382385241,6.63499675180412,9.47470931374923,7.66026798366608,8.90048788242563,6.72741066911974,7.6037462010983,8.08115854148518,9.27348220462352,7.87206473339934,9.04255027181594
"CD274",7.78642691579047,9.11710830802251,7.85253036998947,10.5437551517664,7.96496925328571,10.1394789127691,7.33501955063827,9.76519424010393,7.68579052649881,8.7892090316862,7.90973218757745,8.4769591345177,8.73924218411825,9.84241206340885,8.78676714344794,9.98649021123899
"UHRF1",5.1802643611874,5.27237930476911,6.66033320855057,6.17319573290539,5.38465363974677,5.41832245858118,7.01353584417654,6.58775380179423,4.99738600768334,5.2604848318841,6.34860221203259,6.23086038584144,5.43253685464606,5.36129888526097,5.98854635835386,6.15141190174261
"CXCL1",7.43305665015574,9.63729484766274,8.05656356111158,9.62766931841454,7.46114959467927,9.42162464252318,8.03925272575484,10.0435593594641,7.86276961745038,9.25607950442243,8.99554808392294,10.3060934906114,7.65120957567159,9.1259033905841,9.13864228969551,10.0535610078363
"CXCL2",8.97433337196754,10.6434399958186,8.38968917265795,9.88372180259018,8.28746668266528,10.2492366683302,8.74044375705307,10.5146946815636,8.82342725445992,9.89759425775185,9.19126275476361,10.6653842856639,8.94890462456108,10.0146956645493,9.01817556693287,10.0663452380751
"CXCL3",7.87232867043091,10.4345420441889,8.22466078539865,10.0565600228893,7.65531879301163,10.1037715448692,8.2576890076453,10.570502081375,8.35094251714686,10.0825872847466,8.7795915108898,10.6357302738051,8.15271827624999,9.86070412154232,8.79349729415795,10.2535822690931
"GSTM4",4.3793258265544,5.1834110683566,6.52977330666558,5.81864994023832,6.66085072777196,6.73233374082217,7.362705654364,7.27310130123726,6.27177055875448,5.74307830294961,7.04012329874082,6.96219932793457,4.68073969275489,5.27947642526553,7.02603938435207,7.06244972325754
"GTF2A1",9.43866746568285,9.37649411103664,8.17336829004565,8.60332997316194,8.96170499587692,9.24484681220122,8.02301507410965,8.28044597588513,9.27867860829781,9.36975392840511,8.28114473855351,8.40994036515035,9.03084715786416,9.04617643354073,8.16955652245667,8.20279175427186
"BLNK",5.90562172697251,5.80611465723199,6.7331484966724,6.60673693500661,6.15778693403296,6.34674134725177,7.17866111322028,7.31886041476876,6.30653516261982,6.37638118744016,7.2369349550115,7.52404886448463,5.61827786392534,5.060486626014,7.11474303459287,6.79181893640748
"EEF2K",6.34072572060087,6.32431039634771,7.38751395899815,6.52160148108265,6.42949416848271,6.23703747393756,7.53458815750364,7.07802792889553,6.45446205906869,5.88767981230799,7.28393614432631,6.93532208347215,6.17822155177502,5.67212567333406,7.61748595276422,6.37904215737667
"GPR132",8.65873941425956,10.0746449711228,8.67965367073561,10.0630543515802,8.37144911848768,9.98266745981364,7.83523407041321,9.68075370602653,8.45107386742056,9.68049835557099,8.11308651110968,9.43142342324431,9.23885307567215,10.0135326675816,8.51972082908848,9.9513422272438
"PSAT1",6.34598594887686,6.02607681524607,5.11360391084247,4.23423192848297,6.33407264672919,5.71801748323114,4.30995366402363,4.07598350117271,7.27404712348753,6.9283731165584,3.67033696637053,3.35096768565949,6.14419946940269,6.0096640872521,3.67177117963971,4.2150194470969
"SLC40A1",5.94662695574282,5.99439300882189,6.24847830988568,6.37502758768558,5.51341293988349,5.82728389404432,6.47372792660359,6.75065087929449,6.23680549803992,6.04863815545138,8.32871732578505,8.00858376505013,5.85345355711937,5.75641967818091,7.23953816836958,6.57475273991843
"HIST1H1D",5.30274542031965,5.25925162478435,6.39126231129089,5.53044551546675,5.89073514434907,5.51036902463919,7.15823047314523,6.74198062178197,5.8828444519094,5.91001200718632,7.22706979038095,7.24858255011686,4.24875332044731,5.13159601664744,5.69934588800226,5.81527047908405
"HIST1H1E",8.86893617044838,8.44366330686124,9.79433103958736,8.93186470731858,9.00822781066671,8.53238410972261,10.0331074278609,9.75924032896512,8.70051188747644,8.25957729173097,9.94968446927531,9.71982525611165,8.08112360023332,7.57673321975776,9.36831730342669,8.97886306948027
"HIST1H1B",5.84232078972238,6.68500044904261,9.01892741454831,7.65394021102846,7.30274231845099,6.4540025375649,9.24551226506163,8.64300331028936,5.80692510849091,5.87254364002766,8.63533648080889,8.07533898585327,5.15878080200773,5.24504116304788,8.35986555562236,7.80542765910468
"HIST1H2AE",7.89849626866492,8.28355139568728,9.26337106417279,8.33268966681705,8.04335597984718,7.78954070420414,9.0962156984473,8.90053155462201,6.66076651742643,6.43786379306607,8.73107910879408,8.25839130937301,6.57418583126439,6.16787432278772,8.4446074260458,8.15308912347865
"HIST1H2BB",4.67112538022177,6.6320449965685,5.4394193975056,4.97864327778647,4.21077871522202,4.96459378427903,5.52997975935747,5.57127703313589,4.14918781835265,4.78258944454778,5.37709491615434,4.9088966352308,3.89729565898669,4.38778676769908,4.70039555529398,4.57854951838978
"HADH",6.15652262377757,5.89172609880458,7.54427004677652,7.28731191923094,6.51532226134883,6.96843163303259,7.84861988711341,7.98909155573058,6.68769335248891,6.82389792181946,7.52905404812901,7.83963383803022,6.55668919809456,6.0078527158108,7.98965137356177,7.90550290419181
"HELLS",3.2545934831447,4.40683250785488,5.3467633888535,4.94800538161949,3.20701826087627,4.51436803271679,4.97376276347495,5.74474946036448,3.78527398404159,3.94961882185344,4.73327967612496,4.57023126771187,3.66683686638739,4.0162186455176,4.89763359815652,5.01943284645442
