"","SPM.Control.1","SPM.LPS.1","LPM.Control.1","LPM.LPS.1","SPM.Control.2","SPM.LPS.2","LPM.Control.2","LPM.LPS.2","SPM.Control.3","SPM.LPS.3","LPM.Control.3","LPM.LPS.3","SPM.Control.4","SPM.LPS.4","LPM.Control.4","LPM.LPS.4"
"TC0300009136.hg.1",2.80079610351536,3.04074345558562,3.07490053453412,2.31801155722707,2.70612771580807,3.05714135763204,2.48154276774848,2.43516308609243,2.30328598487049,3.07759711370757,2.57279560364169,2.65111389130722,2.53193138035757,3.11919709804808,2.30185855949888,2.69165266017291
"TC0300008660.hg.1",3.86115950550982,3.95579691392322,3.84680847168224,4.082862029297,3.23886329189766,3.72833694704318,3.66609543886612,3.56999804461863,3.4220778430215,4.17534339160485,3.31434363394129,3.84956315479785,4.22206890224403,3.28239486420723,3.97181373446086,3.5916221589191
"TC0300010010.hg.1",7.30762787952407,7.11585062084842,6.3809369808545,6.74350084236396,7.26882500119993,6.99514034929077,6.52991900442598,6.67413771128865,7.16567620907754,6.81456283166975,6.51749303572599,6.57184213184299,7.33412234923308,7.2170365844645,6.81142402554747,6.71788444237422
"TC1600010561.hg.1",4.25580261591511,4.2197793178133,4.12746817128766,3.24009380376843,4.40194117073588,3.54266166541393,3.76139994575268,4.28517526358662,5.54308902360663,5.40929196316679,4.14678245115646,4.69707219275232,3.46002684504073,4.12397515140745,3.29196610306819,3.88130679313795
"TC0600009783.hg.1",4.9412551823906,3.8597806405735,5.0217065240436,4.81726336229541,5.03898180707018,5.55724821368057,4.35231878072888,4.66364021396609,5.38501165339316,4.85059187722273,4.86722556458386,4.07033521771098,5.22712149348446,4.59526719022061,4.10516595510524,4.53430088659083
"TC1000012389.hg.1",5.74771286129494,6.24605829691832,5.37206526353945,5.40047550526225,5.91761064241273,5.75512671907534,5.39262163124884,5.36189706719287,5.09332158210994,5.61219246595002,4.52996342772183,4.67275665710692,5.76978330401266,5.51703520462919,5.31552535635845,4.8542141715357
"TC0100008145.hg.1",3.80585197852616,4.69054197036107,3.68491864369082,4.02650316938851,4.13860096043156,3.72218294948669,3.81737198193134,3.23934727980667,4.50290323025331,4.74394996674401,4.08608081563209,4.46984363883878,4.24949988410406,3.97841855023881,3.79441859462909,4.43128241779164
"TC1000008193.hg.1",11.6193947059424,11.2842732184231,11.6770796799834,10.6490633584943,11.9032023658594,10.9889258594424,11.2111326712316,10.3146855009271,11.7645704364148,11.1964047896095,11.1458601349591,10.4505582856885,11.824593359819,11.1597940259855,11.2469451449115,10.5899345923615
"TC0600011354.hg.1",4.701078045754,4.8151428275012,4.37866403941944,4.74616369359079,4.58825957072817,5.15846329635832,4.18117207131043,4.10569310617228,4.1109350088126,4.85189599145984,4.13827718321357,4.757550613025,4.8147672545654,5.1335512061029,4.54183429289125,4.69469943396511
"TC2000009922.hg.1",3.95565884960207,4.47968615119883,4.55928553054388,4.75585014803029,3.94382089579419,4.8542141715357,3.83547812916841,3.73439505981556,4.19364563931578,4.13587093733659,4.18747835722712,4.01546049366938,4.20400934779234,4.82679982811044,3.57077222042167,4.04764199327415
"TC0500008777.hg.1",3.18259532880278,3.70495158295353,5.25966412034124,4.20225479680117,3.76358954087296,3.58955338739657,5.83916826701245,5.45832765479031,3.729065123695,2.96450169415121,5.67036221110795,4.94775913169312,3.4442697219194,3.15770285498199,4.64097031997059,4.77710383110394
"TC0200016115.hg.1",6.66448315043549,5.43109803255296,8.12445469871053,6.50446476507843,7.39782464459121,6.4448365086158,8.09962758564189,7.39794712104504,5.57843092085812,5.82177031090433,7.53375574212773,7.6584824665944,6.1125963491852,5.61730202986514,7.14685563418857,7.23901214908719
"TC0700006737.hg.1",6.55686162395415,6.13245126654245,6.05649512357068,5.30136875704159,6.67273483189575,5.48358155092629,6.18297422013556,4.70433762602846,6.49582925413134,5.39670971952713,5.35507301090493,4.84462694747423,6.13595089142766,5.72584691603302,5.6084065319363,5.58028317664811
"TC1500009056.hg.1",2.28522711024607,3.58153963545986,4.25313461172939,4.29071779914725,3.14003963296374,4.15829524564481,2.79706792660771,3.24634576110142,3.68648977650325,3.71650824054082,3.22909905521048,3.12215931417475,3.73200732766659,3.46937664067189,4.22683592927541,4.01027402964801
"TC1000006816.hg.1",7.59456557450463,7.58316700117678,7.85842078526504,8.54478407349197,7.84201156821604,8.20771812995254,7.22490973167307,7.44021856842828,8.75597864245909,8.52659165417125,7.80799967698243,7.4847764040081,8.17319209174775,8.46511211396205,7.80814018671977,8.02562579956572
"TC0700012182.hg.1",10.0158296812992,10.6665227908655,9.4938220131745,10.4734154561109,9.97425929706319,10.6370840801219,9.62070178865201,10.1161802389389,10.1247460095503,10.6055224128357,9.55618919251792,10.029204264452,10.2209193973986,10.5778186436405,9.62561264745002,10.2124294600178
"TC1600010602.hg.1",4.3402330504611,5.3998897076473,4.63769916837767,5.73436013206551,4.82682762365105,5.27156854622103,5.63778289152179,6.74679104190271,5.12352832012306,5.51086430377983,6.03578508254299,7.15349444733532,4.85982381140119,4.76615895686097,5.48089807230085,6.49188501664534
"TC1700011121.hg.1",9.22004652212994,9.44319037433687,8.93088785262829,8.8581681765627,8.36621916517548,8.25071786021931,8.80574199812888,8.76613647825167,8.41983143598036,8.1506134015315,8.49668981945143,8.63312860017255,7.81242550071432,7.72999502847101,8.53589873683595,8.50789079465094
"TC0400011299.hg.1",6.35453231101879,5.90984265772313,5.58368787033209,5.7499659407413,5.67910664840586,5.36487190492831,6.31813950880363,5.74579722463162,6.14617250847916,5.46140586558849,6.39523468756359,6.54968819287028,5.66435938006582,4.13344916642279,6.20684039121866,5.81147681106647
"TC1900006682.hg.1",4.77081104898122,5.1078475519587,4.5510700668191,6.66510960076333,4.26206848116425,5.96673730640871,4.04221247241662,4.79183202379606,5.05385209449271,5.35880250117252,3.58186113400461,4.06745145757747,5.27565323183692,6.4477474729084,5.45531905835619,5.99434890087574
"TC0200012260.hg.1",8.32916088819833,7.98656980288031,7.34031819933059,7.30206502322866,7.69041981301323,7.56167988952478,6.92973939256886,6.90053998528926,7.81411107353677,7.77510312873649,7.00900777826033,7.09394276235938,8.18427853201493,8.16401289548193,7.44659450561435,7.1969045190404
"TC1200009768.hg.1",7.67401372484974,7.3807118035138,9.33458009627333,8.86080982978258,8.74256169250355,8.33340119790908,9.54362591904687,9.13707801013036,8.28296210110874,8.23318980696307,9.45206616816811,9.29693324625658,8.79095389887145,8.35702675397323,9.61153712642261,9.44456837014759
"TC0700011847.hg.1",8.66340428069562,8.57249033830908,7.93095385848275,7.65555502719157,8.78323702826896,8.85656014686817,7.75613412872377,8.01197082702711,8.41833952836226,8.41725608166314,7.72433447141728,7.39243610526388,8.23832191513171,8.11128244280185,7.75741154141563,7.57011346998909
"TC0100018556.hg.1",4.28878139090162,3.54306294024418,3.96639923241253,4.03302331642262,3.37015477521296,4.70043345450079,3.39340907048748,3.43161996181865,3.56122022657897,3.93227199312805,3.344547350875,4.11250517133837,3.88635479560313,4.21551597176607,3.57963810575138,3.70995959490033
"TC0200009905.hg.1",8.08159023081604,6.37167499252512,5.67546760559049,6.05852455211211,7.15496684447375,6.9481511111667,6.44451696994274,7.2581651724652,5.03887214310322,5.31607803797197,5.24571952708374,6.27577369411027,6.18152295351831,6.04842392026949,6.46311941172491,6.94497282848507
